name,body_id,discovery_dt,decimal_year,helio_dist,perihdist,source_tier
C/1984 S1,174768,1984-09-18T03:42:31.392000,1984.713536967213,0.9792142676619882,0.856607869347438,obs
C/1984 V1,174769,1984-11-14T23:01:58.080000,1984.8714745901639,1.0547301940753615,0.9179483098386968,obs
C/1984 U2,174770,1984-10-25T09:02:59.712000,1984.8152379234973,1.6082489767391916,1.21451321305621,obs
C/1985 K1,174771,1985-05-28T11:04:59.520000,1985.404004931507,0.9972138216081645,0.1062503320789703,obs
C/1984 K1,174772,1984-05-27T09:45:00,1984.40274931694,5.245363146607894,2.696507251222518,obs
C/1984 W2,174773,1984-11-17T14:55:28.704000,1984.8787482513662,4.8047036143310695,4.000284584723119,obs
C/1985 R1,174774,1985-09-13T13:59:34.656000,1985.7002275068494,1.7236672433589557,0.6945805292340071,obs
C/1985 T1,174775,1985-10-09T04:39:59.616000,1985.7703957260273,1.672918610942862,1.317140970666608,obs
C/1986 E1,174776,1986-03-04T07:58:44.544000,1986.1707738630137,3.594385816279373,3.593858358810529,obs
C/1986 N1,174777,1986-07-15T21:24:42.624000,1986.5366908493152,2.744489314173604,2.642129690673336,obs
C/1987 H1,174778,1987-04-25T10:41:59.712000,1987.313550219178,5.581963131657586,5.457290495540165,obs
C/1987 A1,174779,1987-01-08T20:02:40.416000,1987.0214662739727,1.0031860913067083,0.921480109921712,obs
C/1987 B2,174780,1987-01-26T09:09:59.616000,1987.0695395616438,0.8902791497994199,0.392886751129357,obs
C/1986 V1,174781,1986-11-02T00:55:29.856000,1986.8357220273972,2.3644715748144085,1.721157527143638,obs
C/1987 B1,174782,1987-01-20T11:27:29.952000,1987.0533628219177,1.3137234091378311,0.8695884734222341,obs
C/1988 B1,174783,1988-01-23T11:12:58.176000,1988.0613861748634,5.5546719219189775,5.030938926756805,obs
C/1987 F1,174784,1987-03-28T06:13:59.808000,1987.236328,3.6261828655630124,3.624286572221827,obs
C/1986 P1,174785,1986-08-05T07:57:59.616000,1986.5926902465753,3.640032502787788,1.199647969411932,obs
C/1987 T1,174786,1987-10-13T09:49:59.808000,1987.7819444383563,0.9236476749592206,0.5152613981717605,obs
