ILDIALCT,ilab_v1,FITS/CSV file dialect
1173.400,7.827640e-01,7.827149e-01
1173.600,7.826853e-01,7.826781e-01
1173.800,7.830465e-01,7.826449e-01
1174.000,7.824948e-01,7.826127e-01
1174.200,7.826958e-01,7.825833e-01
1174.400,7.821046e-01,7.825610e-01
1174.600,7.826858e-01,7.825506e-01
1174.800,7.827047e-01,7.825535e-01
1175.000,7.815793e-01,7.825642e-01
1175.200,7.828116e-01,7.825720e-01
1175.400,7.837402e-01,7.825635e-01
1175.600,7.822210e-01,7.825282e-01
1175.800,7.825772e-01,7.824625e-01
1176.000,7.820488e-01,7.823716e-01
1176.200,7.822353e-01,7.822676e-01
1176.400,7.817417e-01,7.821651e-01
1176.600,7.822333e-01,7.820761e-01
1176.800,7.815878e-01,7.820068e-01
1177.000,7.822867e-01,7.819560e-01
1177.200,7.819190e-01,7.819174e-01
1177.400,7.818767e-01,7.818828e-01
1177.600,7.817379e-01,7.818451e-01
1177.800,7.820122e-01,7.817986e-01
1178.000,7.818273e-01,7.817405e-01
1178.200,7.809089e-01,7.816683e-01
1178.400,7.817999e-01,7.815800e-01
1178.600,7.817199e-01,7.814759e-01
1178.800,7.815349e-01,7.813601e-01
1179.000,7.813610e-01,7.812405e-01
1179.200,7.809373e-01,7.811298e-01
1179.400,7.802889e-01,7.810417e-01
1179.600,7.809408e-01,7.809865e-01
1179.800,7.811242e-01,7.809675e-01
1180.000,7.808841e-01,7.809773e-01
1180.200,7.808666e-01,7.809998e-01
1180.400,7.815166e-01,7.810148e-01
1180.600,7.807811e-01,7.810043e-01
1180.800,7.816163e-01,7.809589e-01
1181.000,7.807157e-01,7.808812e-01
1181.200,7.809351e-01,7.807851e-01
1181.400,7.801644e-01,7.806902e-01
1181.600,7.801198e-01,7.806154e-01
1181.800,7.803069e-01,7.805732e-01
1182.000,7.809226e-01,7.805649e-01
1182.200,7.810645e-01,7.805834e-01
1182.400,7.798568e-01,7.806148e-01
1182.600,7.816576e-01,7.806446e-01
1182.800,7.802600e-01,7.806620e-01
1183.000,7.804431e-01,7.806628e-01
1183.200,7.808770e-01,7.806483e-01
1183.400,7.807480e-01,7.806233e-01
1183.600,7.803935e-01,7.805923e-01
1183.800,7.802965e-01,7.805579e-01
1184.000,7.806082e-01,7.805190e-01
1184.200,7.802187e-01,7.804736e-01
1184.400,7.808492e-01,7.804187e-01
1184.600,7.809464e-01,7.803537e-01
1184.800,7.793031e-01,7.802808e-01
1185.000,7.803664e-01,7.802038e-01
1185.200,7.799982e-01,7.801270e-01
1185.400,7.798221e-01,7.800534e-01
1185.600,7.800274e-01,7.799842e-01
1185.800,7.804246e-01,7.799180e-01
1186.000,7.794454e-01,7.798538e-01
1186.200,7.800363e-01,7.797897e-01
1186.400,7.793320e-01,7.797247e-01
1186.600,7.796793e-01,7.796588e-01
1186.800,7.792159e-01,7.795922e-01
1187.000,7.798873e-01,7.795263e-01
1187.200,7.799095e-01,7.794633e-01
1187.400,7.791742e-01,7.794062e-01
1187.600,7.790561e-01,7.793574e-01
1187.800,7.789406e-01,7.793176e-01
1188.000,7.791748e-01,7.792834e-01
1188.200,7.794552e-01,7.792476e-01
1188.400,7.795838e-01,7.792014e-01
1188.600,7.790878e-01,7.791369e-01
1188.800,7.791961e-01,7.790510e-01
1189.000,7.790104e-01,7.789472e-01
1189.200,7.782277e-01,7.788351e-01
1189.400,7.787843e-01,7.787277e-01
1189.600,7.784298e-01,7.786378e-01
1189.800,7.786685e-01,7.785756e-01
1190.000,7.787260e-01,7.785467e-01
1190.200,7.782213e-01,7.785513e-01
1190.400,7.786089e-01,7.785854e-01
1190.600,7.789004e-01,7.786414e-01
1190.800,7.782980e-01,7.787090e-01
1191.000,7.788271e-01,7.787758e-01
1191.200,7.793298e-01,7.788286e-01
1191.400,7.787523e-01,7.788565e-01
1191.600,7.790917e-01,7.788521e-01
1191.800,7.786894e-01,7.788141e-01
1192.000,7.785776e-01,7.787474e-01
1192.200,7.791638e-01,7.786612e-01
1192.400,7.780067e-01,7.785672e-01
1192.600,7.780725e-01,7.784762e-01
1192.800,7.783549e-01,7.783966e-01
1193.000,7.789266e-01,7.783318e-01
1193.200,7.782273e-01,7.782813e-01
1193.400,7.776995e-01,7.782419e-01
1193.600,7.780505e-01,7.782080e-01
1193.800,7.786122e-01,7.781746e-01
1194.000,7.780448e-01,7.781381e-01
1194.200,7.784722e-01,7.780972e-01
1194.400,7.778397e-01,7.780537e-01
1194.600,7.773657e-01,7.780114e-01
1194.800,7.785409e-01,7.779737e-01
1195.000,7.778662e-01,7.779435e-01
1195.200,7.775962e-01,7.779196e-01
1195.400,7.777202e-01,7.778976e-01
1195.600,7.783260e-01,7.778712e-01
1195.800,7.779533e-01,7.778327e-01
1196.000,7.774149e-01,7.777772e-01
1196.200,7.780094e-01,7.777044e-01
1196.400,7.774174e-01,7.776201e-01
1196.600,7.776958e-01,7.775335e-01
1196.800,7.772895e-01,7.774549e-01
1197.000,7.769945e-01,7.773921e-01
1197.200,7.771603e-01,7.773473e-01
1197.400,7.775295e-01,7.773153e-01
1197.600,7.769800e-01,7.772860e-01
1197.800,7.780215e-01,7.772481e-01
1198.000,7.770020e-01,7.771935e-01
1198.200,7.771000e-01,7.771216e-01
1198.400,7.770475e-01,7.770392e-01
1198.600,7.770341e-01,7.769579e-01
1198.800,7.764553e-01,7.768890e-01
1199.000,7.761315e-01,7.768390e-01
1199.200,7.770859e-01,7.768072e-01
1199.400,7.772180e-01,7.767858e-01
1199.600,7.770523e-01,7.767657e-01
1199.800,7.766830e-01,7.767398e-01
1200.000,7.766281e-01,7.767072e-01
1200.200,7.767068e-01,7.766736e-01
1200.400,7.761320e-01,7.766478e-01
1200.600,7.766031e-01,7.766380e-01
1200.800,7.769899e-01,7.766473e-01
1201.000,7.762431e-01,7.766713e-01
1201.200,7.768272e-01,7.767000e-01
1201.400,7.770625e-01,7.767200e-01
1201.600,7.770579e-01,7.767200e-01
1201.800,7.760444e-01,7.766934e-01
1202.000,7.772816e-01,7.766401e-01
1202.200,7.761365e-01,7.765663e-01
1202.400,7.764237e-01,7.764819e-01
1202.600,7.763310e-01,7.763997e-01
1202.800,7.763085e-01,7.763304e-01
1203.000,7.765931e-01,7.762805e-01
1203.200,7.755452e-01,7.762510e-01
1203.400,7.761649e-01,7.762374e-01
1203.600,7.761969e-01,7.762304e-01
1203.800,7.766814e-01,7.762188e-01
1204.000,7.768143e-01,7.761942e-01
1204.200,7.754646e-01,7.761529e-01
1204.400,7.762251e-01,7.760964e-01
1204.600,7.758300e-01,7.760320e-01
1204.800,7.758622e-01,7.759695e-01
1205.000,7.762647e-01,7.759179e-01
1205.200,7.751437e-01,7.758819e-01
1205.400,7.762063e-01,7.758619e-01
1205.600,7.760400e-01,7.758523e-01
1205.800,7.755841e-01,7.758454e-01
1206.000,7.757503e-01,7.758330e-01
1206.200,7.759470e-01,7.758092e-01
1206.400,7.764493e-01,7.757721e-01
1206.600,7.751036e-01,7.757238e-01
1206.800,7.753872e-01,7.756692e-01
1207.000,7.758245e-01,7.756128e-01
1207.200,7.755471e-01,7.755566e-01
1207.400,7.752033e-01,7.754988e-01
1207.600,7.753101e-01,7.754330e-01
1207.800,7.757511e-01,7.753520e-01
1208.000,7.752363e-01,7.752509e-01
1208.200,7.754923e-01,7.751311e-01
1208.400,7.745015e-01,7.750023e-01
1208.600,7.748713e-01,7.748805e-01
1208.800,7.747090e-01,7.747857e-01
1209.000,7.746566e-01,7.747346e-01
1209.200,7.741545e-01,7.747348e-01
1209.400,7.745331e-01,7.747817e-01
1209.600,7.751829e-01,7.748587e-01
1209.800,7.754929e-01,7.749424e-01
1210.000,7.750254e-01,7.750074e-01
1210.200,7.750956e-01,7.750353e-01
1210.400,7.755545e-01,7.750190e-01
1210.600,7.744231e-01,7.749625e-01
1210.800,7.749519e-01,7.748788e-01
1211.000,7.741865e-01,7.747827e-01
1211.200,7.750562e-01,7.746860e-01
1211.400,7.742332e-01,7.745921e-01
1211.600,7.744574e-01,7.744969e-01
1211.800,7.742977e-01,7.743924e-01
1212.000,7.746463e-01,7.742728e-01
1212.200,7.746550e-01,7.741399e-01
1212.400,7.734552e-01,7.740061e-01
1212.600,7.741963e-01,7.738911e-01
1212.800,7.729298e-01,7.738160e-01
1213.000,7.733773e-01,7.737957e-01
1213.200,7.739211e-01,7.738324e-01
1213.400,7.736393e-01,7.739130e-01
1213.600,7.748954e-01,7.740131e-01
1213.800,7.742756e-01,7.741049e-01
1214.000,7.744775e-01,7.741635e-01
1214.200,7.741967e-01,7.741744e-01
1214.400,7.736120e-01,7.741339e-01
1214.600,7.739694e-01,7.740495e-01
1214.800,7.744331e-01,7.739345e-01
1215.000,7.733272e-01,7.738054e-01
1215.200,7.737705e-01,7.736777e-01
1215.400,7.736635e-01,7.735651e-01
1215.600,7.731356e-01,7.734778e-01
1215.800,7.728920e-01,7.734209e-01
1216.000,7.736227e-01,7.733940e-01
1216.200,7.736224e-01,7.733899e-01
1216.400,7.731699e-01,7.733960e-01
1216.600,7.735399e-01,7.733969e-01
1216.800,7.730906e-01,7.733776e-01
1217.000,7.740843e-01,7.733291e-01
1217.200,7.733803e-01,7.732506e-01
1217.400,7.727867e-01,7.731497e-01
1217.600,7.726744e-01,7.730408e-01
1217.800,7.730669e-01,7.729411e-01
1218.000,7.726370e-01,7.728658e-01
1218.200,7.725329e-01,7.728236e-01
1218.400,7.730632e-01,7.728149e-01
1218.600,7.728379e-01,7.728324e-01
1218.800,7.726403e-01,7.728642e-01
1219.000,7.730652e-01,7.728959e-01
1219.200,7.732717e-01,7.729156e-01
1219.400,7.729987e-01,7.729157e-01
1219.600,7.730181e-01,7.728936e-01
1219.800,7.718490e-01,7.728511e-01
1220.000,7.733842e-01,7.727930e-01
1220.200,7.731640e-01,7.727253e-01
1220.400,7.720481e-01,7.726555e-01
1220.600,7.725881e-01,7.725898e-01
1220.800,7.726358e-01,7.725330e-01
1221.000,7.722492e-01,7.724880e-01
1221.200,7.726009e-01,7.724549e-01
1221.400,7.719926e-01,7.724314e-01
1221.600,7.728032e-01,7.724119e-01
1221.800,7.722665e-01,7.723907e-01
1222.000,7.727040e-01,7.723614e-01
1222.200,7.720559e-01,7.723204e-01
1222.400,7.721139e-01,7.722668e-01
1222.600,7.723779e-01,7.722026e-01
1222.800,7.722729e-01,7.721327e-01
1223.000,7.716561e-01,7.720623e-01
1223.200,7.719725e-01,7.719961e-01
1223.400,7.720524e-01,7.719380e-01
1223.600,7.718543e-01,7.718896e-01
1223.800,7.718988e-01,7.718497e-01
1224.000,7.712193e-01,7.718172e-01
1224.200,7.723357e-01,7.717917e-01
1224.400,7.717242e-01,7.717734e-01
1224.600,7.724198e-01,7.717641e-01
1224.800,7.707811e-01,7.717645e-01
1225.000,7.715402e-01,7.717732e-01
1225.200,7.720112e-01,7.717850e-01
1225.400,7.717958e-01,7.717917e-01
1225.600,7.724186e-01,7.717829e-01
1225.800,7.717067e-01,7.717501e-01
1226.000,7.714276e-01,7.716893e-01
1226.200,7.713075e-01,7.716033e-01
1226.400,7.720296e-01,7.715011e-01
1226.600,7.710940e-01,7.713961e-01
1226.800,7.711155e-01,7.713019e-01
1227.000,7.711346e-01,7.712288e-01
1227.200,7.708827e-01,7.711810e-01
1227.400,7.709897e-01,7.711560e-01
1227.600,7.717384e-01,7.711459e-01
1227.800,7.711503e-01,7.711398e-01
1228.000,7.708099e-01,7.711284e-01
1228.200,7.712546e-01,7.711050e-01
1228.400,7.712182e-01,7.710693e-01
1228.600,7.711930e-01,7.710265e-01
1228.800,7.707630e-01,7.709848e-01
1229.000,7.707649e-01,7.709533e-01
1229.200,7.705141e-01,7.709380e-01
1229.400,7.711721e-01,7.709397e-01
1229.600,7.710529e-01,7.709537e-01
1229.800,7.712757e-01,7.709713e-01
1230.000,7.706627e-01,7.709809e-01
1230.200,7.710827e-01,7.709726e-01
1230.400,7.709182e-01,7.709401e-01
1230.600,7.708224e-01,7.708824e-01
1230.800,7.714552e-01,7.708044e-01
1231.000,7.702545e-01,7.707161e-01
1231.200,7.703148e-01,7.706284e-01
1231.400,7.704935e-01,7.705500e-01
1231.600,7.702547e-01,7.704867e-01
1231.800,7.703694e-01,7.704390e-01
1232.000,7.707992e-01,7.704036e-01
1232.200,7.704709e-01,7.703751e-01
1232.400,7.702589e-01,7.703485e-01
1232.600,7.704794e-01,7.703208e-01
1232.800,7.694239e-01,7.702920e-01
1233.000,7.705734e-01,7.702642e-01
1233.200,7.709465e-01,7.702416e-01
1233.400,7.701874e-01,7.702274e-01
1233.600,7.693557e-01,7.702233e-01
1233.800,7.703006e-01,7.702281e-01
1234.000,7.706016e-01,7.702377e-01
1234.200,7.700227e-01,7.702456e-01
1234.400,7.704352e-01,7.702440e-01
1234.600,7.705613e-01,7.702261e-01
1234.800,7.698124e-01,7.701890e-01
1235.000,7.702429e-01,7.701338e-01
1235.200,7.698402e-01,7.700650e-01
1235.400,7.703500e-01,7.699897e-01
1235.600,7.698767e-01,7.699133e-01
1235.800,7.688801e-01,7.698386e-01
1236.000,7.698752e-01,7.697656e-01
1236.200,7.702401e-01,7.696911e-01
1236.400,7.700289e-01,7.696144e-01
1236.600,7.691553e-01,7.695369e-01
1236.800,7.691882e-01,7.694625e-01
1237.000,7.691689e-01,7.693964e-01
1237.200,7.695972e-01,7.693430e-01
1237.400,7.688657e-01,7.693033e-01
1237.600,7.692807e-01,7.692745e-01
1237.800,7.697217e-01,7.692533e-01
1238.000,7.691938e-01,7.692378e-01
1238.200,7.696791e-01,7.692296e-01
1238.400,7.687944e-01,7.692326e-01
1238.600,7.686907e-01,7.692497e-01
1238.800,7.694639e-01,7.692786e-01
1239.000,7.687748e-01,7.693096e-01
1239.200,7.696508e-01,7.693270e-01
1239.400,7.703542e-01,7.693153e-01
1239.600,7.695015e-01,7.692657e-01
1239.800,7.688361e-01,7.691795e-01
1240.000,7.687143e-01,7.690698e-01
1240.200,7.686940e-01,7.689567e-01
1240.400,7.682469e-01,7.688615e-01
1240.600,7.693328e-01,7.687993e-01
1240.800,7.685260e-01,7.687749e-01
1241.000,7.691212e-01,7.687836e-01
1241.200,7.685195e-01,7.688132e-01
1241.400,7.688533e-01,7.688482e-01
1241.600,7.690763e-01,7.688734e-01
1241.800,7.689328e-01,7.688769e-01
1242.000,7.688396e-01,7.688522e-01
1242.200,7.686582e-01,7.687989e-01
1242.400,7.693736e-01,7.687218e-01
1242.600,7.681469e-01,7.686312e-01
1242.800,7.687286e-01,7.685398e-01
1243.000,7.674829e-01,7.684594e-01
1243.200,7.685717e-01,7.683979e-01
1243.400,7.689155e-01,7.683576e-01
1243.600,7.678338e-01,7.683343e-01
1243.800,7.686150e-01,7.683192e-01
1244.000,7.677856e-01,7.683023e-01
1244.200,7.690777e-01,7.682754e-01
1244.400,7.679996e-01,7.682348e-01
1244.600,7.681078e-01,7.681819e-01
1244.800,7.680823e-01,7.681226e-01
1245.000,7.682021e-01,7.680647e-01
1245.200,7.673096e-01,7.680160e-01
1245.400,7.684576e-01,7.679815e-01
1245.600,7.677247e-01,7.679627e-01
1245.800,7.681249e-01,7.679574e-01
1246.000,7.679036e-01,7.679599e-01
1246.200,7.680069e-01,7.679629e-01
1246.400,7.676995e-01,7.679577e-01
1246.600,7.682035e-01,7.679375e-01
1246.800,7.677604e-01,7.678983e-01
1247.000,7.682280e-01,7.678391e-01
1247.200,7.676849e-01,7.677639e-01
1247.400,7.674443e-01,7.676787e-01
1247.600,7.675490e-01,7.675915e-01
1247.800,7.671580e-01,7.675079e-01
1248.000,7.673228e-01,7.674319e-01
1248.200,7.675844e-01,7.673642e-01
1248.400,7.676417e-01,7.673048e-01
1248.600,7.671680e-01,7.672526e-01
1248.800,7.667462e-01,7.672095e-01
1249.000,7.674549e-01,7.671786e-01
1249.200,7.670219e-01,7.671641e-01
1249.400,7.669272e-01,7.671687e-01
1249.600,7.676966e-01,7.671927e-01
1249.800,7.665322e-01,7.672321e-01
1250.000,7.677969e-01,7.672807e-01
1250.200,7.672557e-01,7.673297e-01
1250.400,7.679061e-01,7.673706e-01
1250.600,7.667019e-01,7.673957e-01
1250.800,7.676064e-01,7.674001e-01
1251.000,7.672496e-01,7.673821e-01
1251.200,7.679394e-01,7.673431e-01
1251.400,7.673061e-01,7.672871e-01
1251.600,7.668640e-01,7.672201e-01
1251.800,7.665143e-01,7.671482e-01
1252.000,7.673608e-01,7.670772e-01
1252.200,7.671348e-01,7.670111e-01
1252.400,7.673582e-01,7.669536e-01
1252.600,7.665778e-01,7.669066e-01
1252.800,7.664908e-01,7.668709e-01
1253.000,7.666444e-01,7.668462e-01
1253.200,7.671856e-01,7.668304e-01
1253.400,7.670611e-01,7.668198e-01
1253.600,7.664825e-01,7.668081e-01
1253.800,7.667694e-01,7.667883e-01
1254.000,7.668828e-01,7.667526e-01
1254.200,7.663956e-01,7.666955e-01
1254.400,7.671309e-01,7.666156e-01
1254.600,7.663537e-01,7.665164e-01
1254.800,7.667983e-01,7.664053e-01
1255.000,7.655020e-01,7.662939e-01
1255.200,7.658347e-01,7.661943e-01
1255.400,7.665240e-01,7.661175e-01
1255.600,7.663633e-01,7.660704e-01
1255.800,7.654473e-01,7.660546e-01
1256.000,7.661497e-01,7.660656e-01
1256.200,7.660193e-01,7.660952e-01
1256.400,7.659417e-01,7.661326e-01
1256.600,7.670108e-01,7.661683e-01
1256.800,7.662783e-01,7.661950e-01
1257.000,7.656230e-01,7.662086e-01
1257.200,7.662697e-01,7.662081e-01
1257.400,7.664222e-01,7.661937e-01
1257.600,7.658659e-01,7.661652e-01
1257.800,7.660940e-01,7.661241e-01
1258.000,7.663274e-01,7.660719e-01
1258.200,7.662246e-01,7.660121e-01
1258.400,7.658603e-01,7.659505e-01
1258.600,7.657267e-01,7.658936e-01
1258.800,7.651154e-01,7.658475e-01
1259.000,7.660788e-01,7.658146e-01
1259.200,7.659641e-01,7.657913e-01
1259.400,7.658778e-01,7.657702e-01
1259.600,7.657008e-01,7.657417e-01
1259.800,7.654496e-01,7.656972e-01
1260.000,7.661399e-01,7.656336e-01
1260.200,7.657545e-01,7.655524e-01
1260.400,7.647740e-01,7.654606e-01
1260.600,7.650766e-01,7.653688e-01
1260.800,7.659248e-01,7.652878e-01
1261.000,7.645590e-01,7.652260e-01
1261.200,7.657678e-01,7.651889e-01
1261.400,7.647728e-01,7.651783e-01
1261.600,7.647445e-01,7.651928e-01
1261.800,7.659637e-01,7.652270e-01
1262.000,7.650912e-01,7.652728e-01
1262.200,7.650672e-01,7.653194e-01
1262.400,7.656859e-01,7.653551e-01
1262.600,7.647523e-01,7.653692e-01
1262.800,7.664249e-01,7.653539e-01
1263.000,7.653632e-01,7.653065e-01
1263.200,7.646349e-01,7.652293e-01
1263.400,7.651073e-01,7.651301e-01
1263.600,7.649482e-01,7.650187e-01
1263.800,7.649208e-01,7.649040e-01
1264.000,7.646487e-01,7.647937e-01
1264.200,7.645254e-01,7.646939e-01
1264.400,7.648733e-01,7.646088e-01
1264.600,7.644667e-01,7.645435e-01
1264.800,7.645831e-01,7.645023e-01
1265.000,7.641436e-01,7.644899e-01
1265.200,7.642963e-01,7.645088e-01
1265.400,7.647426e-01,7.645558e-01
1265.600,7.644012e-01,7.646218e-01
1265.800,7.653198e-01,7.646924e-01
1266.000,7.643374e-01,7.647501e-01
1266.200,7.646918e-01,7.647805e-01
1266.400,7.656893e-01,7.647752e-01
1266.600,7.648313e-01,7.647350e-01
1266.800,7.642666e-01,7.646697e-01
1267.000,7.642835e-01,7.645944e-01
1267.200,7.641299e-01,7.645251e-01
1267.400,7.647523e-01,7.644741e-01
1267.600,7.644201e-01,7.644462e-01
1267.800,7.642461e-01,7.644398e-01
1268.000,7.647491e-01,7.644485e-01
1268.200,7.642808e-01,7.644636e-01
1268.400,7.648621e-01,7.644769e-01
1268.600,7.641521e-01,7.644819e-01
1268.800,7.646211e-01,7.644744e-01
1269.000,7.643006e-01,7.644510e-01
1269.200,7.641138e-01,7.644112e-01
1269.400,7.647647e-01,7.643571e-01
1269.600,7.649661e-01,7.642948e-01
1269.800,7.637659e-01,7.642348e-01
1270.000,7.637151e-01,7.641870e-01
1270.200,7.639190e-01,7.641582e-01
1270.400,7.640761e-01,7.641489e-01
1270.600,7.638667e-01,7.641515e-01
1270.800,7.649143e-01,7.641535e-01
1271.000,7.645006e-01,7.641416e-01
1271.200,7.639611e-01,7.641081e-01
1271.400,7.639269e-01,7.640540e-01
1271.600,7.638582e-01,7.639889e-01
1271.800,7.639142e-01,7.639253e-01
1272.000,7.634629e-01,7.638729e-01
1272.200,7.638303e-01,7.638338e-01
1272.400,7.631536e-01,7.638011e-01
1272.600,7.643904e-01,7.637623e-01
1272.800,7.648262e-01,7.637066e-01
1273.000,7.632971e-01,7.636307e-01
1273.200,7.631084e-01,7.635411e-01
1273.400,7.630207e-01,7.634529e-01
1273.600,7.634513e-01,7.633850e-01
1273.800,7.632342e-01,7.633518e-01
1274.000,7.632362e-01,7.633581e-01
1274.200,7.630656e-01,7.633986e-01
1274.400,7.639616e-01,7.634578e-01
1274.600,7.638385e-01,7.635169e-01
1274.800,7.635517e-01,7.635578e-01
1275.000,7.634898e-01,7.635667e-01
1275.200,7.635212e-01,7.635373e-01
1275.400,7.633665e-01,7.634692e-01
1275.600,7.634241e-01,7.633677e-01
1275.800,7.633814e-01,7.632419e-01
1276.000,7.631913e-01,7.631045e-01
1276.200,7.625489e-01,7.629707e-01
1276.400,7.627961e-01,7.628551e-01
1276.600,7.626898e-01,7.627710e-01
1276.800,7.623157e-01,7.627270e-01
1277.000,7.632876e-01,7.627257e-01
1277.200,7.619823e-01,7.627629e-01
1277.400,7.630730e-01,7.628291e-01
1277.600,7.637256e-01,7.629102e-01
1277.800,7.627267e-01,7.629917e-01
1278.000,7.626458e-01,7.630605e-01
1278.200,7.633547e-01,7.631068e-01
1278.400,7.632891e-01,7.631255e-01
1278.600,7.635611e-01,7.631171e-01
1278.800,7.628751e-01,7.630861e-01
1279.000,7.628959e-01,7.630406e-01
1279.200,7.625898e-01,7.629895e-01
1279.400,7.630314e-01,7.629406e-01
1279.600,7.630297e-01,7.628986e-01
1279.800,7.628330e-01,7.628649e-01
1280.000,7.625356e-01,7.628382e-01
1280.200,7.632378e-01,7.628152e-01
1280.400,7.628275e-01,7.627928e-01
1280.600,7.622898e-01,7.627677e-01
1280.800,7.628642e-01,7.627382e-01
1281.000,7.628661e-01,7.627045e-01
1281.200,7.625945e-01,7.626669e-01
1281.400,7.627983e-01,7.626264e-01
1281.600,7.623426e-01,7.625857e-01
1281.800,7.624790e-01,7.625467e-01
1282.000,7.623588e-01,7.625111e-01
1282.200,7.626843e-01,7.624788e-01
1282.400,7.625213e-01,7.624483e-01
1282.600,7.621770e-01,7.624160e-01
1282.800,7.623783e-01,7.623775e-01
1283.000,7.622126e-01,7.623292e-01
1283.200,7.625492e-01,7.622707e-01
1283.400,7.625590e-01,7.622054e-01
1283.600,7.615297e-01,7.621403e-01
1283.800,7.622368e-01,7.620838e-01
1284.000,7.623238e-01,7.620415e-01
1284.200,7.605277e-01,7.620156e-01
1284.400,7.627483e-01,7.620029e-01
1284.600,7.622218e-01,7.619966e-01
1284.800,7.627770e-01,7.619897e-01
1285.000,7.613318e-01,7.619775e-01
1285.200,7.619969e-01,7.619586e-01
1285.400,7.615941e-01,7.619343e-01
1285.600,7.619865e-01,7.619064e-01
1285.800,7.616646e-01,7.618748e-01
1286.000,7.619441e-01,7.618383e-01
1286.200,7.622164e-01,7.617951e-01
1286.400,7.617177e-01,7.617465e-01
1286.600,7.621588e-01,7.616966e-01
1286.800,7.608727e-01,7.616513e-01
1287.000,7.608078e-01,7.616151e-01
1287.200,7.620568e-01,7.615903e-01
1287.400,7.617100e-01,7.615743e-01
1287.600,7.618912e-01,7.615615e-01
1287.800,7.619631e-01,7.615477e-01
1288.000,7.613382e-01,7.615302e-01
1288.200,7.607896e-01,7.615111e-01
1288.400,7.613693e-01,7.614926e-01
1288.600,7.616427e-01,7.614771e-01
1288.800,7.621503e-01,7.614636e-01
1289.000,7.607675e-01,7.614479e-01
1289.200,7.614729e-01,7.614250e-01
1289.400,7.618292e-01,7.613917e-01
1289.600,7.614337e-01,7.613481e-01
1289.800,7.608605e-01,7.612992e-01
1290.000,7.614296e-01,7.612525e-01
1290.200,7.605842e-01,7.612151e-01
1290.400,7.613226e-01,7.611911e-01
1290.600,7.620032e-01,7.611803e-01
1290.800,7.603622e-01,7.611772e-01
1291.000,7.613633e-01,7.611741e-01
1291.200,7.609330e-01,7.611623e-01
1291.400,7.614894e-01,7.611359e-01
1291.600,7.615365e-01,7.610941e-01
1291.800,7.606761e-01,7.610419e-01
1292.000,7.609294e-01,7.609895e-01
1292.200,7.610461e-01,7.609482e-01
1292.400,7.602676e-01,7.609262e-01
1292.600,7.610674e-01,7.609263e-01
1292.800,7.606452e-01,7.609450e-01
1293.000,7.614259e-01,7.609736e-01
1293.200,7.615870e-01,7.610002e-01
1293.400,7.611103e-01,7.610156e-01
1293.600,7.598973e-01,7.610139e-01
1293.800,7.616370e-01,7.609944e-01
1294.000,7.607281e-01,7.609603e-01
1294.200,7.611141e-01,7.609159e-01
1294.400,7.612973e-01,7.608661e-01
1294.600,7.600043e-01,7.608129e-01
1294.800,7.606577e-01,7.607573e-01
1295.000,7.608336e-01,7.606981e-01
1295.200,7.611238e-01,7.606346e-01
1295.400,7.602490e-01,7.605675e-01
1295.600,7.600664e-01,7.605008e-01
1295.800,7.615074e-01,7.604394e-01
1296.000,7.594166e-01,7.603904e-01
1296.200,7.603652e-01,7.603581e-01
1296.400,7.599472e-01,7.603449e-01
1296.600,7.608912e-01,7.603486e-01
1296.800,7.603602e-01,7.603638e-01
1297.000,7.603571e-01,7.603823e-01
1297.200,7.607796e-01,7.603970e-01
1297.400,7.596713e-01,7.602795e-01
