ILDIALCT,ilab_v1,FITS/CSV file dialect
1040.400,8.265110e-01,8.268245e-01
1040.600,8.274543e-01,8.267313e-01
1040.800,8.270143e-01,8.266366e-01
1041.000,8.263401e-01,8.265401e-01
1041.200,8.259282e-01,8.264431e-01
1041.400,8.260928e-01,8.263485e-01
1041.600,8.257670e-01,8.262567e-01
1041.800,8.267983e-01,8.261659e-01
1042.000,8.265160e-01,8.260714e-01
1042.200,8.255796e-01,8.259688e-01
1042.400,8.256157e-01,8.258562e-01
1042.600,8.259843e-01,8.257372e-01
1042.800,8.254530e-01,8.256197e-01
1043.000,8.255610e-01,8.255144e-01
1043.200,8.250030e-01,8.254313e-01
1043.400,8.249614e-01,8.253766e-01
1043.600,8.258035e-01,8.253506e-01
1043.800,8.257502e-01,8.253474e-01
1044.000,8.246922e-01,8.253574e-01
1044.200,8.255078e-01,8.253677e-01
1044.400,8.255240e-01,8.253659e-01
1044.600,8.252549e-01,8.253422e-01
1044.800,8.254895e-01,8.252914e-01
1045.000,8.254808e-01,8.252133e-01
1045.200,8.248756e-01,8.251133e-01
1045.400,8.246734e-01,8.249988e-01
1045.600,8.248449e-01,8.248769e-01
1045.800,8.246166e-01,8.247533e-01
1046.000,8.242613e-01,8.246299e-01
1046.200,8.249496e-01,8.245069e-01
1046.400,8.245944e-01,8.243842e-01
1046.600,8.238758e-01,8.242640e-01
1046.800,8.243520e-01,8.241511e-01
1047.000,8.236682e-01,8.240527e-01
1047.200,8.238720e-01,8.239747e-01
1047.400,8.235316e-01,8.239191e-01
1047.600,8.241913e-01,8.238837e-01
1047.800,8.235993e-01,8.238615e-01
1048.000,8.244407e-01,8.238439e-01
1048.200,8.241367e-01,8.238225e-01
1048.400,8.230866e-01,8.237913e-01
1048.600,8.236504e-01,8.237457e-01
1048.800,8.233211e-01,8.236827e-01
1049.000,8.241767e-01,8.236013e-01
1049.200,8.235440e-01,8.235009e-01
1049.400,8.236289e-01,8.233827e-01
1049.600,8.228664e-01,8.232491e-01
1049.800,8.229447e-01,8.231031e-01
1050.000,8.222349e-01,8.229478e-01
1050.200,8.229265e-01,8.227867e-01
1050.400,8.231982e-01,8.226232e-01
1050.600,8.226452e-01,8.224631e-01
1050.800,8.222554e-01,8.223145e-01
1051.000,8.211731e-01,8.221883e-01
1051.200,8.220471e-01,8.220945e-01
1051.400,8.224159e-01,8.220396e-01
1051.600,8.215926e-01,8.220229e-01
1051.800,8.221682e-01,8.220342e-01
1052.000,8.219424e-01,8.220566e-01
1052.200,8.222222e-01,8.220697e-01
1052.400,8.226727e-01,8.220555e-01
1052.600,8.217382e-01,8.220026e-01
1052.800,8.218099e-01,8.219088e-01
1053.000,8.219426e-01,8.217800e-01
1053.200,8.214068e-01,8.216284e-01
1053.400,8.212425e-01,8.214687e-01
1053.600,8.209141e-01,8.213154e-01
1053.800,8.214806e-01,8.211807e-01
1054.000,8.212664e-01,8.210735e-01
1054.200,8.204786e-01,8.209978e-01
1054.400,8.210011e-01,8.209522e-01
1054.600,8.205649e-01,8.209295e-01
1054.800,8.208869e-01,8.209178e-01
1055.000,8.212511e-01,8.209012e-01
1055.200,8.209726e-01,8.208642e-01
1055.400,8.209286e-01,8.207952e-01
1055.600,8.208331e-01,8.206907e-01
1055.800,8.203914e-01,8.205563e-01
1056.000,8.200499e-01,8.204039e-01
1056.200,8.201932e-01,8.202487e-01
1056.400,8.202008e-01,8.201037e-01
1056.600,8.192798e-01,8.199761e-01
1056.800,8.197841e-01,8.198663e-01
1057.000,8.201181e-01,8.197694e-01
1057.200,8.201780e-01,8.196805e-01
1057.400,8.192537e-01,8.195963e-01
1057.600,8.193353e-01,8.195180e-01
1057.800,8.194543e-01,8.194492e-01
1058.000,8.192236e-01,8.193938e-01
1058.200,8.189284e-01,8.193530e-01
1058.400,8.193439e-01,8.193237e-01
1058.600,8.199459e-01,8.193002e-01
1058.800,8.191814e-01,8.192765e-01
1059.000,8.196115e-01,8.192479e-01
1059.200,8.184161e-01,8.192124e-01
1059.400,8.192597e-01,8.191691e-01
1059.600,8.191123e-01,8.191163e-01
1059.800,8.186904e-01,8.190509e-01
1060.000,8.195316e-01,8.189673e-01
1060.200,8.188300e-01,8.188616e-01
1060.400,8.189762e-01,8.187348e-01
1060.600,8.182818e-01,8.185933e-01
1060.800,8.180820e-01,8.184500e-01
1061.000,8.187434e-01,8.183196e-01
1061.200,8.173804e-01,8.182143e-01
1061.400,8.178448e-01,8.181388e-01
1061.600,8.186023e-01,8.180892e-01
1061.800,8.178629e-01,8.180551e-01
1062.000,8.182783e-01,8.180236e-01
1062.200,8.183238e-01,8.179835e-01
1062.400,8.175021e-01,8.179294e-01
1062.600,8.181221e-01,8.178612e-01
1062.800,8.173456e-01,8.177838e-01
1063.000,8.172868e-01,8.177021e-01
1063.200,8.184766e-01,8.176186e-01
1063.400,8.169095e-01,8.175330e-01
1063.600,8.174750e-01,8.174427e-01
1063.800,8.172211e-01,8.173463e-01
1064.000,8.177173e-01,8.172442e-01
1064.200,8.172765e-01,8.171411e-01
1064.400,8.164256e-01,8.170439e-01
1064.600,8.165680e-01,8.169579e-01
1064.800,8.167935e-01,8.168844e-01
1065.000,8.170117e-01,8.168192e-01
1065.200,8.169985e-01,8.167528e-01
1065.400,8.165636e-01,8.166744e-01
1065.600,8.166466e-01,8.165762e-01
1065.800,8.165764e-01,8.164558e-01
1066.000,8.162709e-01,8.163192e-01
1066.200,8.160703e-01,8.161784e-01
1066.400,8.151787e-01,8.160489e-01
1066.600,8.166022e-01,8.159450e-01
1066.800,8.158022e-01,8.158752e-01
1067.000,8.154031e-01,8.158399e-01
1067.200,8.155546e-01,8.158311e-01
1067.400,8.160864e-01,8.158344e-01
1067.600,8.159967e-01,8.158323e-01
1067.800,8.162185e-01,8.158085e-01
1068.000,8.155344e-01,8.157536e-01
1068.200,8.156131e-01,8.156654e-01
1068.400,8.157359e-01,8.155507e-01
1068.600,8.152645e-01,8.154202e-01
1068.800,8.150279e-01,8.152857e-01
1069.000,8.145463e-01,8.151546e-01
1069.200,8.153173e-01,8.150304e-01
1069.400,8.147302e-01,8.149124e-01
1069.600,8.153990e-01,8.147999e-01
1069.800,8.146059e-01,8.146954e-01
1070.000,8.146162e-01,8.146064e-01
1070.200,8.142769e-01,8.145415e-01
1070.400,8.138421e-01,8.145062e-01
1070.600,8.139325e-01,8.144985e-01
1070.800,8.151910e-01,8.145076e-01
1071.000,8.145998e-01,8.145152e-01
1071.200,8.155313e-01,8.145023e-01
1071.400,8.138454e-01,8.144542e-01
1071.600,8.146684e-01,8.143660e-01
1071.800,8.133925e-01,8.142425e-01
1072.000,8.142158e-01,8.140965e-01
1072.200,8.141011e-01,8.139442e-01
1072.400,8.136660e-01,8.138009e-01
1072.600,8.137072e-01,8.136785e-01
1072.800,8.132527e-01,8.135837e-01
1073.000,8.135497e-01,8.135185e-01
1073.200,8.132605e-01,8.134792e-01
1073.400,8.131127e-01,8.134588e-01
1073.600,8.141234e-01,8.134469e-01
1073.800,8.133314e-01,8.134327e-01
1074.000,8.134619e-01,8.134069e-01
1074.200,8.132122e-01,8.133649e-01
1074.400,8.136592e-01,8.133062e-01
1074.600,8.129743e-01,8.132355e-01
1074.800,8.128802e-01,8.131578e-01
1075.000,8.129025e-01,8.130790e-01
1075.200,8.131837e-01,8.130019e-01
1075.400,8.130377e-01,8.129266e-01
1075.600,8.127291e-01,8.128510e-01
1075.800,8.127487e-01,8.127711e-01
1076.000,8.123982e-01,8.126835e-01
1076.200,8.127117e-01,8.125861e-01
1076.400,8.125149e-01,8.124796e-01
1076.600,8.126689e-01,8.123672e-01
1076.800,8.117716e-01,8.122537e-01
1077.000,8.121141e-01,8.121467e-01
1077.200,8.117217e-01,8.120536e-01
1077.400,8.124545e-01,8.119806e-01
1077.600,8.116000e-01,8.119306e-01
1077.800,8.118025e-01,8.119024e-01
1078.000,8.118883e-01,8.118893e-01
1078.200,8.114153e-01,8.118806e-01
1078.400,8.124551e-01,8.118640e-01
1078.600,8.119097e-01,8.118281e-01
1078.800,8.122434e-01,8.117658e-01
1079.000,8.110248e-01,8.116753e-01
1079.200,8.111959e-01,8.115613e-01
1079.400,8.120437e-01,8.114328e-01
1079.600,8.109961e-01,8.113009e-01
1079.800,8.108560e-01,8.111758e-01
1080.000,8.112294e-01,8.110646e-01
1080.200,8.105995e-01,8.109686e-01
1080.400,8.108349e-01,8.108849e-01
1080.600,8.108954e-01,8.108063e-01
1080.800,8.108553e-01,8.107252e-01
1081.000,8.104264e-01,8.106357e-01
1081.200,8.108382e-01,8.105357e-01
1081.400,8.104177e-01,8.104278e-01
1081.600,8.101736e-01,8.103173e-01
1081.800,8.097378e-01,8.102118e-01
1082.000,8.098682e-01,8.101160e-01
1082.200,8.104586e-01,8.100323e-01
1082.400,8.097907e-01,8.099589e-01
1082.600,8.101658e-01,8.098920e-01
1082.800,8.096632e-01,8.098280e-01
1083.000,8.094177e-01,8.097638e-01
1083.200,8.100126e-01,8.096993e-01
1083.400,8.094866e-01,8.096368e-01
1083.600,8.096111e-01,8.095793e-01
1083.800,8.093885e-01,8.095304e-01
1084.000,8.095311e-01,8.094923e-01
1084.200,8.096281e-01,8.094648e-01
1084.400,8.087133e-01,8.094442e-01
1084.600,8.098917e-01,8.094248e-01
1084.800,8.093014e-01,8.093988e-01
1085.000,8.097326e-01,8.093593e-01
1085.200,8.090614e-01,8.093005e-01
1085.400,8.092795e-01,8.092202e-01
1085.600,8.092450e-01,8.091207e-01
1085.800,8.082456e-01,8.090093e-01
1086.000,8.092942e-01,8.088962e-01
1086.200,8.090686e-01,8.087929e-01
1086.400,8.086166e-01,8.087078e-01
1086.600,8.080158e-01,8.086435e-01
1086.800,8.079863e-01,8.085941e-01
1087.000,8.087725e-01,8.085460e-01
1087.200,8.089727e-01,8.084816e-01
1087.400,8.091059e-01,8.083864e-01
1087.600,8.077993e-01,8.082553e-01
1087.800,8.081590e-01,8.080954e-01
1088.000,8.079231e-01,8.079267e-01
1088.200,8.075439e-01,8.077745e-01
1088.400,8.066069e-01,8.076622e-01
1088.600,8.075840e-01,8.076024e-01
1088.800,8.075301e-01,8.075937e-01
1089.000,8.082158e-01,8.076219e-01
1089.200,8.080641e-01,8.076649e-01
1089.400,8.074361e-01,8.077001e-01
1089.600,8.078228e-01,8.077095e-01
1089.800,8.073987e-01,8.076824e-01
1090.000,8.078770e-01,8.076168e-01
1090.200,8.072197e-01,8.075176e-01
1090.400,8.077953e-01,8.073951e-01
1090.600,8.073152e-01,8.072634e-01
1090.800,8.070254e-01,8.071383e-01
1091.000,8.062529e-01,8.070350e-01
1091.200,8.068664e-01,8.069651e-01
1091.400,8.072905e-01,8.069329e-01
1091.600,8.068893e-01,8.069339e-01
1091.800,8.064134e-01,8.069540e-01
1092.000,8.070230e-01,8.069752e-01
1092.200,8.076604e-01,8.069783e-01
1092.400,8.075654e-01,8.069492e-01
1092.600,8.064246e-01,8.068819e-01
1092.800,8.062439e-01,8.067791e-01
1093.000,8.065395e-01,8.066510e-01
1093.200,8.068709e-01,8.065121e-01
1093.400,8.063911e-01,8.063761e-01
1093.600,8.059692e-01,8.062541e-01
1093.800,8.057535e-01,8.061521e-01
1094.000,8.059357e-01,8.060699e-01
1094.200,8.060683e-01,8.060030e-01
1094.400,8.065313e-01,8.059434e-01
1094.600,8.052157e-01,8.058829e-01
1094.800,8.060594e-01,8.058148e-01
1095.000,8.059719e-01,8.057353e-01
1095.200,8.052506e-01,8.056434e-01
1095.400,8.056448e-01,8.055424e-01
1095.600,8.053360e-01,8.054372e-01
1095.800,8.049914e-01,8.053332e-01
1096.000,8.059527e-01,8.052351e-01
1096.200,8.043801e-01,8.051456e-01
1096.400,8.050284e-01,8.050663e-01
1096.600,8.051099e-01,8.049964e-01
1096.800,8.050104e-01,8.049349e-01
1097.000,8.049414e-01,8.048801e-01
1097.200,8.046019e-01,8.048303e-01
1097.400,8.046656e-01,8.047841e-01
1097.600,8.048485e-01,8.047397e-01
1097.800,8.051051e-01,8.046945e-01
1098.000,8.036135e-01,8.046444e-01
1098.200,8.049848e-01,8.045857e-01
1098.400,8.050523e-01,8.045160e-01
1098.600,8.040997e-01,8.044348e-01
1098.800,8.046853e-01,8.043452e-01
1099.000,8.033485e-01,8.042533e-01
1099.200,8.047211e-01,8.041662e-01
1099.400,8.035338e-01,8.040917e-01
1099.600,8.042030e-01,8.040334e-01
1099.800,8.043729e-01,8.039917e-01
1100.000,8.035533e-01,8.039619e-01
1100.200,8.036304e-01,8.039358e-01
1100.400,8.038936e-01,8.039043e-01
1100.600,8.042747e-01,8.038604e-01
1100.800,8.043585e-01,8.038023e-01
1101.000,8.033103e-01,8.037329e-01
1101.200,8.035684e-01,8.036602e-01
1101.400,8.032364e-01,8.035915e-01
1101.600,8.029452e-01,8.035328e-01
1101.800,8.039382e-01,8.034847e-01
1102.000,8.035046e-01,8.034419e-01
1102.200,8.039440e-01,8.033963e-01
1102.400,8.029656e-01,8.033391e-01
1102.600,8.028915e-01,8.032641e-01
1102.800,8.032812e-01,8.031691e-01
1103.000,8.032999e-01,8.030573e-01
1103.200,8.027490e-01,8.029348e-01
1103.400,8.026139e-01,8.028097e-01
1103.600,8.029398e-01,8.026903e-01
1103.800,8.021070e-01,8.025830e-01
1104.000,8.024947e-01,8.024918e-01
1104.200,8.023493e-01,8.024178e-01
1104.400,8.022415e-01,8.023573e-01
1104.600,8.025127e-01,8.023054e-01
1104.800,8.022515e-01,8.022563e-01
1105.000,8.019077e-01,8.022055e-01
1105.200,8.026794e-01,8.021514e-01
1105.400,8.020816e-01,8.020944e-01
1105.600,8.013835e-01,8.020380e-01
1105.800,8.022155e-01,8.019839e-01
1106.000,8.017147e-01,8.019329e-01
1106.200,8.019277e-01,8.018845e-01
1106.400,8.022035e-01,8.018377e-01
1106.600,8.017684e-01,8.017926e-01
1106.800,8.013570e-01,8.017505e-01
1107.000,8.022087e-01,8.017142e-01
1107.200,8.010544e-01,8.016846e-01
1107.400,8.015178e-01,8.016598e-01
1107.600,8.014786e-01,8.016348e-01
1107.800,8.021246e-01,8.016012e-01
1108.000,8.022616e-01,8.015519e-01
1108.200,8.004888e-01,8.014833e-01
1108.400,8.017218e-01,8.013971e-01
1108.600,8.012703e-01,8.013014e-01
1108.800,8.010617e-01,8.012057e-01
1109.000,8.008277e-01,8.011184e-01
1109.200,8.008382e-01,8.010436e-01
1109.400,8.010865e-01,8.009793e-01
1109.600,8.008087e-01,8.009196e-01
1109.800,8.013721e-01,8.008566e-01
1110.000,8.011081e-01,8.007835e-01
1110.200,7.993568e-01,8.006972e-01
1110.400,8.013824e-01,8.005994e-01
1110.600,8.002728e-01,8.004946e-01
1110.800,8.004487e-01,8.003893e-01
1111.000,8.003443e-01,8.002897e-01
1111.200,7.997551e-01,8.001998e-01
1111.400,8.001796e-01,8.001215e-01
1111.600,7.997007e-01,8.000524e-01
1111.800,8.004336e-01,7.999892e-01
1112.000,8.001075e-01,7.999278e-01
1112.200,7.992161e-01,7.998655e-01
1112.400,8.002675e-01,7.998009e-01
1112.600,7.997437e-01,7.997345e-01
1112.800,7.994955e-01,7.996672e-01
1113.000,7.990498e-01,7.995988e-01
1113.200,7.998457e-01,7.995288e-01
1113.400,7.995236e-01,7.994555e-01
1113.600,7.994372e-01,7.993783e-01
1113.800,7.997051e-01,7.993002e-01
1114.000,7.985008e-01,7.992272e-01
1114.200,7.993367e-01,7.991670e-01
1114.400,7.990420e-01,7.991262e-01
1114.600,7.987522e-01,7.991067e-01
1114.800,7.991018e-01,7.991033e-01
1115.000,7.992068e-01,7.991051e-01
1115.200,7.990664e-01,7.990989e-01
1115.400,7.996892e-01,7.990733e-01
1115.600,7.991981e-01,7.990229e-01
1115.800,7.985186e-01,7.989492e-01
1116.000,7.988521e-01,7.988597e-01
1116.200,7.979944e-01,7.987631e-01
1116.400,7.990094e-01,7.986665e-01
1116.600,7.984552e-01,7.985742e-01
1116.800,7.990950e-01,7.984888e-01
1117.000,7.982187e-01,7.984121e-01
1117.200,7.979549e-01,7.983477e-01
1117.400,7.985712e-01,7.982996e-01
1117.600,7.977463e-01,7.982720e-01
1117.800,7.981150e-01,7.982640e-01
1118.000,7.984235e-01,7.982698e-01
1118.200,7.983697e-01,7.982781e-01
1118.400,7.989196e-01,7.982757e-01
1118.600,7.975543e-01,7.982519e-01
1118.800,7.986066e-01,7.982028e-01
1119.000,7.982662e-01,7.981325e-01
1119.200,7.981511e-01,7.980516e-01
1119.400,7.971054e-01,7.979737e-01
1119.600,7.981243e-01,7.979091e-01
1119.800,7.974959e-01,7.978627e-01
1120.000,7.981638e-01,7.978316e-01
1120.200,7.975259e-01,7.978073e-01
1120.400,7.984990e-01,7.977796e-01
1120.600,7.973052e-01,7.977396e-01
1120.800,7.979274e-01,7.976841e-01
1121.000,7.973368e-01,7.976144e-01
1121.200,7.974777e-01,7.975355e-01
1121.400,7.973285e-01,7.974533e-01
1121.600,7.974807e-01,7.973725e-01
1121.800,7.971190e-01,7.972945e-01
1122.000,7.970998e-01,7.972188e-01
1122.200,7.973387e-01,7.971451e-01
1122.400,7.970209e-01,7.970735e-01
1122.600,7.971373e-01,7.970052e-01
1122.800,7.969912e-01,7.969416e-01
1123.000,7.958112e-01,7.968822e-01
1123.200,7.972893e-01,7.968227e-01
1123.400,7.969109e-01,7.967557e-01
1123.600,7.965825e-01,7.966728e-01
1123.800,7.970374e-01,7.965678e-01
1124.000,7.962874e-01,7.964398e-01
1124.200,7.958733e-01,7.962954e-01
1124.400,7.965546e-01,7.961461e-01
1124.600,7.954073e-01,7.960064e-01
1124.800,7.953461e-01,7.958891e-01
1125.000,7.963185e-01,7.958013e-01
1125.200,7.959959e-01,7.957424e-01
1125.400,7.950493e-01,7.957051e-01
1125.600,7.955664e-01,7.956783e-01
1125.800,7.961245e-01,7.956514e-01
1126.000,7.957824e-01,7.956180e-01
1126.200,7.956013e-01,7.955780e-01
1126.400,7.957541e-01,7.955362e-01
1126.600,7.950341e-01,7.955007e-01
1126.800,7.947281e-01,7.954776e-01
1127.000,7.956793e-01,7.954677e-01
1127.200,7.960069e-01,7.954664e-01
1127.400,7.953081e-01,7.954631e-01
1127.600,7.956051e-01,7.954464e-01
1127.800,7.955357e-01,7.954069e-01
1128.000,7.952196e-01,7.953395e-01
1128.200,7.949895e-01,7.952453e-01
1128.400,7.948963e-01,7.951313e-01
1128.600,7.955308e-01,7.950076e-01
1128.800,7.947645e-01,7.948841e-01
1129.000,7.943612e-01,7.947695e-01
1129.200,7.947116e-01,7.946690e-01
1129.400,7.939158e-01,7.945829e-01
1129.600,7.949156e-01,7.945077e-01
1129.800,7.944958e-01,7.944376e-01
1130.000,7.949430e-01,7.943664e-01
1130.200,7.934074e-01,7.942900e-01
1130.400,7.944556e-01,7.942081e-01
1130.600,7.943550e-01,7.941239e-01
1130.800,7.938449e-01,7.940412e-01
1131.000,7.936756e-01,7.939646e-01
1131.200,7.934317e-01,7.938966e-01
1131.400,7.944328e-01,7.938378e-01
1131.600,7.941301e-01,7.937871e-01
1131.800,7.933724e-01,7.937430e-01
1132.000,7.935555e-01,7.937046e-01
1132.200,7.933683e-01,7.936703e-01
1132.400,7.939955e-01,7.936387e-01
1132.600,7.934238e-01,7.936085e-01
1132.800,7.938070e-01,7.935777e-01
1133.000,7.936675e-01,7.935458e-01
1133.200,7.931117e-01,7.935137e-01
1133.400,7.938617e-01,7.934845e-01
1133.600,7.931437e-01,7.934608e-01
1133.800,7.932634e-01,7.934452e-01
1134.000,7.936056e-01,7.934382e-01
1134.200,7.934028e-01,7.934374e-01
1134.400,7.933037e-01,7.934379e-01
1134.600,7.937480e-01,7.934334e-01
1134.800,7.935066e-01,7.934184e-01
1135.000,7.931982e-01,7.933882e-01
1135.200,7.931370e-01,7.933387e-01
1135.400,7.932313e-01,7.932680e-01
1135.600,7.933801e-01,7.931771e-01
1135.800,7.932013e-01,7.930704e-01
1136.000,7.928945e-01,7.929561e-01
1136.200,7.928547e-01,7.928458e-01
1136.400,7.925105e-01,7.927512e-01
1136.600,7.921452e-01,7.926819e-01
1136.800,7.924448e-01,7.926418e-01
1137.000,7.927268e-01,7.926278e-01
1137.200,7.934542e-01,7.926306e-01
1137.400,7.922747e-01,7.926362e-01
1137.600,7.923497e-01,7.926308e-01
1137.800,7.927308e-01,7.926033e-01
1138.000,7.927377e-01,7.925472e-01
1138.200,7.923905e-01,7.924626e-01
1138.400,7.925623e-01,7.923544e-01
1138.600,7.919871e-01,7.922309e-01
1138.800,7.917907e-01,7.921021e-01
1139.000,7.920309e-01,7.919767e-01
1139.200,7.915604e-01,7.918608e-01
1139.400,7.919867e-01,7.917579e-01
1139.600,7.913764e-01,7.916679e-01
1139.800,7.914954e-01,7.915885e-01
1140.000,7.922172e-01,7.915160e-01
1140.200,7.907435e-01,7.914458e-01
1140.400,7.911130e-01,7.913736e-01
1140.600,7.918578e-01,7.912955e-01
1140.800,7.907904e-01,7.912087e-01
1141.000,7.912269e-01,7.911132e-01
1141.200,7.912920e-01,7.910137e-01
1141.400,7.908027e-01,7.909182e-01
1141.600,7.909462e-01,7.908369e-01
1141.800,7.902613e-01,7.907785e-01
1142.000,7.898722e-01,7.907467e-01
1142.200,7.914301e-01,7.907382e-01
1142.400,7.908671e-01,7.907440e-01
1142.600,7.909708e-01,7.907513e-01
1142.800,7.911692e-01,7.907480e-01
1143.000,7.902740e-01,7.907251e-01
1143.200,7.903491e-01,7.906799e-01
1143.400,7.907065e-01,7.906163e-01
1143.600,7.907781e-01,7.905417e-01
1143.800,7.905349e-01,7.904662e-01
1144.000,7.906439e-01,7.904008e-01
1144.200,7.895151e-01,7.903538e-01
1144.400,7.901602e-01,7.903303e-01
1144.600,7.903162e-01,7.903306e-01
1144.800,7.912382e-01,7.903490e-01
1145.000,7.896485e-01,7.903743e-01
1145.200,7.905245e-01,7.903923e-01
1145.400,7.901490e-01,7.903880e-01
1145.600,7.909424e-01,7.903510e-01
1145.800,7.907554e-01,7.902772e-01
1146.000,7.894102e-01,7.901717e-01
1146.200,7.903185e-01,7.900473e-01
1146.400,7.896287e-01,7.899212e-01
1146.600,7.894492e-01,7.898107e-01
1146.800,7.899144e-01,7.897280e-01
1147.000,7.894375e-01,7.896757e-01
1147.200,7.892385e-01,7.896473e-01
1147.400,7.898249e-01,7.896278e-01
1147.600,7.901411e-01,7.895991e-01
1147.800,7.893941e-01,7.895463e-01
1148.000,7.897435e-01,7.894637e-01
1148.200,7.892456e-01,7.893563e-01
1148.400,7.893606e-01,7.892378e-01
1148.600,7.885385e-01,7.891274e-01
1148.800,7.888000e-01,7.890418e-01
1149.000,7.888523e-01,7.889911e-01
1149.200,7.887639e-01,7.889749e-01
1149.400,7.893559e-01,7.889834e-01
1149.600,7.895920e-01,7.890013e-01
1149.800,7.883384e-01,7.890121e-01
1150.000,7.892807e-01,7.890032e-01
1150.200,7.890561e-01,7.889676e-01
1150.400,7.890823e-01,7.889039e-01
1150.600,7.883215e-01,7.888156e-01
1150.800,7.886410e-01,7.887104e-01
1151.000,7.889109e-01,7.885983e-01
1151.200,7.884902e-01,7.884899e-01
1151.400,7.881641e-01,7.883963e-01
1151.600,7.883689e-01,7.883244e-01
1151.800,7.877643e-01,7.882766e-01
1152.000,7.876682e-01,7.882475e-01
1152.200,7.887512e-01,7.882266e-01
1152.400,7.888778e-01,7.882007e-01
1152.600,7.881629e-01,7.881584e-01
1152.800,7.878512e-01,7.880945e-01
1153.000,7.880011e-01,7.880107e-01
1153.200,7.878050e-01,7.879148e-01
1153.400,7.872369e-01,7.878179e-01
1153.600,7.879732e-01,7.877288e-01
1153.800,7.879041e-01,7.876515e-01
1154.000,7.871640e-01,7.875849e-01
1154.200,7.876568e-01,7.875235e-01
1154.400,7.872615e-01,7.874604e-01
1154.600,7.878596e-01,7.873903e-01
1154.800,7.870641e-01,7.873112e-01
1155.000,7.871698e-01,7.872250e-01
1155.200,7.870152e-01,7.871376e-01
1155.400,7.869467e-01,7.870560e-01
1155.600,7.874960e-01,7.869880e-01
1155.800,7.863866e-01,7.869393e-01
1156.000,7.864188e-01,7.869122e-01
1156.200,7.872182e-01,7.869051e-01
1156.400,7.875599e-01,7.869139e-01
1156.600,7.862492e-01,7.869324e-01
1156.800,7.871709e-01,7.869533e-01
1157.000,7.872422e-01,7.869700e-01
1157.200,7.866058e-01,7.869775e-01
1157.400,7.868609e-01,7.869713e-01
1157.600,7.876517e-01,7.869493e-01
1157.800,7.863352e-01,7.869104e-01
1158.000,7.869682e-01,7.868557e-01
1158.200,7.869336e-01,7.867881e-01
1158.400,7.865039e-01,7.867117e-01
1158.600,7.865137e-01,7.866312e-01
1158.800,7.868555e-01,7.865502e-01
1159.000,7.858232e-01,7.864714e-01
1159.200,7.864923e-01,7.863951e-01
1159.400,7.863262e-01,7.863206e-01
1159.600,7.867698e-01,7.862473e-01
1159.800,7.859193e-01,7.861762e-01
1160.000,7.858872e-01,7.861080e-01
1160.200,7.855383e-01,7.860450e-01
1160.400,7.864690e-01,7.859885e-01
1160.600,7.859297e-01,7.859385e-01
1160.800,7.857825e-01,7.858938e-01
1161.000,7.857757e-01,7.858524e-01
1161.200,7.859755e-01,7.858114e-01
1161.400,7.856467e-01,7.857689e-01
1161.600,7.856164e-01,7.857234e-01
1161.800,7.856016e-01,7.856742e-01
1162.000,7.858599e-01,7.856208e-01
1162.200,7.855886e-01,7.855623e-01
1162.400,7.849908e-01,7.854983e-01
1162.600,7.857089e-01,7.854295e-01
1162.800,7.853060e-01,7.853578e-01
1163.000,7.856844e-01,7.852871e-01
1163.200,7.848641e-01,7.852212e-01
1163.400,7.847278e-01,7.851647e-01
1163.600,7.851672e-01,7.851203e-01
1163.800,7.851388e-01,7.850893e-01
1164.000,7.854327e-01,7.850708e-01
1164.200,7.851776e-01,7.850623e-01
1164.400,7.844696e-01,7.850598e-01
1164.600,7.847944e-01,7.850586e-01
1164.800,7.856755e-01,7.850536e-01
1165.000,7.850468e-01,7.850408e-01
1165.200,7.850260e-01,7.850164e-01
1165.400,7.847960e-01,7.849784e-01
1165.600,7.849084e-01,7.849271e-01
1165.800,7.849384e-01,7.848644e-01
1166.000,7.845514e-01,7.847943e-01
1166.200,7.849526e-01,7.847210e-01
1166.400,7.846588e-01,7.846492e-01
1166.600,7.843514e-01,7.845816e-01
1166.800,7.840273e-01,7.845192e-01
1167.000,7.849050e-01,7.844611e-01
1167.200,7.843105e-01,7.844050e-01
1167.400,7.848795e-01,7.843486e-01
1167.600,7.833017e-01,7.842896e-01
1167.800,7.845739e-01,7.842263e-01
1168.000,7.845259e-01,7.841583e-01
1168.200,7.837657e-01,7.840864e-01
1168.400,7.836580e-01,7.840118e-01
1168.600,7.840325e-01,7.839364e-01
1168.800,7.843747e-01,7.838627e-01
1169.000,7.834150e-01,7.837942e-01
1169.200,7.836142e-01,7.837339e-01
1169.400,7.835339e-01,7.836830e-01
1169.600,7.835521e-01,7.836411e-01
1169.800,7.839042e-01,7.836048e-01
1170.000,7.830806e-01,7.835690e-01
1170.200,7.840025e-01,7.835285e-01
1170.400,7.835240e-01,7.834808e-01
1170.600,7.835724e-01,7.834261e-01
1170.800,7.829673e-01,7.833683e-01
1171.000,7.830341e-01,7.833128e-01
1171.200,7.833451e-01,7.832647e-01
1171.400,7.836699e-01,7.832260e-01
1171.600,7.824998e-01,7.831941e-01
1171.800,7.833706e-01,7.831634e-01
1172.000,7.833531e-01,7.831267e-01
1172.200,7.827922e-01,7.830787e-01
1172.400,7.834756e-01,7.830185e-01
1172.600,7.829108e-01,7.829499e-01
1172.800,7.827896e-01,7.828792e-01
1173.000,7.822249e-01,7.828140e-01
1173.200,7.827763e-01,7.827592e-01
