   3730 Hurban            -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   3734 Waland            -          -      -   -  -  -   -  -      -   -   -   Ld  s   -   -   L   a  -                     
   3737 Beckman           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3740 Menge             -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   3744 Horn-d'Arturo     -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   3748 Tatum             -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   3753 Cruithne          -          -      -   -  -  -   -  -      -   -   -   Q   s   R   Sq  Q   a  -                     
   3757 -                 -          S      4G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   3759 Piironen          -          -      -   -  -  -   -  -      -   C   s   X   s   -   -   -   -  -                     
   3760 Poutanen          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   3762 Amaravella        -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   3767 DiMaggio          -          -      -   -  -  -   -  -      -   -   -   Sa  s   S   S   -   -  -                     
   3775 Ellenbeth         -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   3782 Celle             -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   3786 Yamada            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   3787 Aivazovskij       -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   3788 Steyaert          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   3789 Zhongguo          -          -      -   -  -  -   -  -      -   -   -   -   -   T   Xk  -   -  -                     
   3792 Preston           -          -      -   -  -  -   -  -      -   S   s   S   s   -   -   -   -  -                     
   3793 Leonteus          -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   3796 Lene              -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   3800 Karayusuf         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3809 Amici             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3813 Fortov            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3816 Chugainov         -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   3819 Robinson          -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   3824 Brendalee         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3827 Zdenekhorsky      -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   3829 Gunma             -          -      -   -  -  -   -  -      -   -   -   Ch  s   Caa Ch  -   -  -                     
   3831 Pettengill        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3832 Shapiro           -          -      -   -  -  -   -  -      -   -   -   -   -   C   X   -   -  -                     
   3833 Calingasta        -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   3841 Dicicco           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3844 Lujiaxi           -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   L   a  -                     
   3849 Incidentia        -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   3850 Peltier           -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   3853 Haas              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3858 Dorchester        -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   Srw a  -                     
   3860 Plovdiv           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3861 Lorenz            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3862 Agekian           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3865 -                 -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   3869 Norton            -          -      -   -  -  -   -  -      -   J   s   -   -   -   -   -   -  -                     
   3873 Roddy             -          -      -   -  -  -   -  -      -   -   -   S   s   A   A   Sw  a  -                     
   3875 Staehle           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   3880 Kaiserman         -          -      -   -  -  -   -  -      -   -   -   -   -   X   Xe  -   -  -                     
   3885 Bogorodskij       -          -      -   -  -  -   -  -      -   -   -   Cg  s   -   -   -   -  -                     
   3886 Shcherbakovia     -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   3888 Hoyt              -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   3894 Williamcooke      -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   3900 Knezevic          -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   3903 Kliment Ohridski  -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   S   a  -                     
   3906 Chao              -          -      -   -  -  -   -  -      -   -   -   -   -   T   T   -   -  -                     
   3908 Nyx               -          V      4G  -  -  -   -  -      -   -   -   *** s   -   -   V   a  -                     
   3910 Liszt             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   3913 Chemin            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sk  -   -  -                     
   3915 Fukushima         -          -      -   -  -  -   -  -      -   C   s   -   -   C   Xc  -   -  -                     
   3920 Aubignan          -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   Sqw a  -                     
   3925 Tret'yakov        -          -      -   -  -  -   -  -      -   -   -   -   -   C   Cb  -   -  -                     
   3935 Toatenmongakkai   -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   3939 Huruhata          -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   3940 Larion            -          -      -   -  -  -   -  -      -   -   -   -   -   X   T   -   -  -                     
   3944 Halliday          -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   3949 Mach              -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sq  a  -                     
   3958 Komendantov       -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   3963 Paradzhanov       -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   3968 Koptelov          -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   3971 Voronikhin        -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   3972 Richard           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   3976 Lise              -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   3985 Raybatson         -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   3990 Heimdal           -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   3995 Sakaino           -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   3999 Aristarchus       -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   4001 Ptolemaeus        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4002 Shinagawa         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4005 Dyagilev          -          -      -   -  -  -   -  -      -   J   s   -   -   -   -   -   -  -                     
   4006 Sandler           -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   4015 Wilson-Harrington -          CF     6   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   4025 Ridley            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4031 Mueller           -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   4033 Yatsugatake       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4036 -                 -          -      -   -  -  -   -  -      -   -   -   Cg  s   -   -   -   -  -                     
   4037 Ikeya             -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4038 Kristina          -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   Vw  d  -                     
   4039 Souseki           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4051 Hatanaka          -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4055 Magellan          -          V      4G  -  -  -   -  -      -   -   -   -   -   V   V   V   d  -                     
   4056 Timwarner         -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   4060 Deipylos          -          -      -   -  -  -   -  -      -   -   -   -   -   C   Cb  -   -  -                     
   4062 Schiaparelli      -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4063 Euforbo           -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4068 Menestheus        -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4072 Yayoi             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4082 Swann             -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4083 Jody              -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4085 Weir              -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4096 Kushiro           -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   4100 Sumiko            -          -      -   -  -  -   -  -      -   -   -   -   -   C   B   -   -  -                     
   4103 Chahine           -          -      -   -  -  -   -  -      -   -   -   -   -   A   D   -   -  -                     
   4104 Alu               -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4107 Rufino            -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4112 Hrabal            -          -      -   -  -  -   -  -      -   -   -   -   -   C   Cb  -   -  -                     
   4116 Elachi            -          -      -   -  -  -   -  -      -   -   -   Sl  s   S   Sl  -   -  -                     
   4121 Carlin            -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4124 Herriot           -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   4125 Lew Allen         -          -      -   -  -  -   -  -      -   -   -   -   -   A   Ld  -   -  -                     
   4127 Kyogoku           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   4132 Bartok            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4135 Svetlanov         -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4142 Dersu-Uzala       -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   -   -  -                     
   4143 Huziak            -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   4145 Maximova          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4147 Lennon            -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   4156 -                 -          -      -   -  -  -   -  -      -   C   s   Cgh s   -   -   -   -  -                     
   4157 Izu               -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4159 Freeman           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4165 Didkovskij        -          -      -   -  -  -   -  -      -   XS  s   -   -   -   -   -   -  -                     
   4175 Billbaum          -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sa  -   -  -                     
   4179 Toutatis          -          -      -   -  -  -   -  -      -   S   s   Sk  s   -   -   Sq  a  -                     
   4182 Mount Locke       -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   4183 Cuno              -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4188 Kitezh            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   4191 Assesse           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4194 Sweitzer          -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   4197 -                 1982 TA    -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sq  a  -                     
   4200 Shizukagozen      -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4201 Orosz             -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   4205 David Hughes      -          -      -   -  -  -   -  -      -   -   -   Xe  s   -   -   -   -  -                     
   4215 Kamo              -          -      -   -  -  -   -  -      -   J   s   V   s   -   -   -   -  -                     
   4219 Nakamura          -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   4220 Flood             -          -      -   -  -  -   -  -      -   -   -   -   -   Caa B   -   -  -                     
   4222 Nancita           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4256 Kagamigawa        -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4261 Gekko             -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4265 Kani              -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4272 Entsuji           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4276 Clifford          -          -      -   -  -  -   -  -      -   -   -   Cb  s   C   Ch  -   -  -                     
   4278 Harvey            -          -      -   -  -  -   -  -      -   -   -   -   -   V   V   -   -  -                     
   4280 Simonenko         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4282 Endate            -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   4284 Kaho              -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4287 Trisov            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4292 Aoba              -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4297 Eichhorn          -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   4299 WIYN              -          -      -   -  -  -   -  -      -   -   -   S   s   S   S   -   -  -                     
   4304 Geichenko         -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4305 Clapton           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4311 Zguridi           -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4327 Ries              -          -      -   -  -  -   -  -      -   -   -   Sk  s   -   -   -   -  -                     
   4332 Milton            -          -      -   -  -  -   -  -      -   -   -   Xe  s   -   -   -   -  -                     
   4340 Dence             -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sl  -   -  -                     
   4341 Poseidon          -          -      -   -  -  -   -  -      -   -   -   O   s   -   -   -   -  -                     
   4342 Freud             -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4343 Tetsuya           -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4352 Kyoto             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   4353 Onizaki           -          -      -   -  -  -   -  -      -   X   s   Xe  s   -   -   -   -  -                     
   4369 Seifert           -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   4370 Dickens           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4372 Quincy            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4373 Crespo            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4374 Tadamori          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4375 Kiyomori          -          -      -   -  -  -   -  -      -   -   -   -   -   A   A   -   -  -                     
   4376 Shigemori         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4382 Stravinsky        -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   4387 Tanaka            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4390 Madreteresa       -          -      -   -  -  -   -  -      -   -   -   Cgh s   -   -   -   -  -                     
   4396 Gressmann         -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   4407 Taihaku           -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   Sqw a  -                     
   4417 Lecar             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   Sw  a  -                     
   4422 Jarre             -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sk  -   -  -                     
   4424 Arkhipova         -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   4426 Roerich           -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   -   -  -                     
   4434 Nikulin           -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4435 Holt              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4440 Tchantches        -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   4448 Phildavis         -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sk  -   -  -                     
   4451 Grieve            -          -      -   -  -  -   -  -      -   -   -   -   -   -   -   Svw d  -                     
   4456 Mawson            -          -      -   -  -  -   -  -      -   -   -   Ld  s   -   -   -   -  -                     
   4457 van Gogh          -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   4460 Bihoro            -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   4461 Sayama            -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   4479 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4483 Petofi            -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   4484 Sif               -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   4489 -                 1988 AK    -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4490 Bambery           -          -      -   -  -  -   -  -      -   -   -   -   -   A   Sa  -   -  -                     
   4491 Otaru             -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   4497 Taguchi           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4502 Elizabethann      -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   4510 Shawna            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4511 Rembrandt         -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4512 Sinuhe            -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   4516 Pugovkin          -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   4520 Dovzhenko         -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   4522 Britastra         -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   4523 MIT               -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   4533 Orth              -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4534 Rimskij-Korsakov  -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   4536 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4546 Franck            -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   4547 Massachusetts     -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   4548 Wielen            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4556 Gumilyov          -          -      -   -  -  -   -  -      -   -   -   -   -   A   L   -   -  -                     
   4558 Janesick          -          -      -   -  -  -   -  -      -   -   -   S   s   S   S   Sr  a  -                     
   4562 Poleungkuk        -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   4570 Runcorn           -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   Sw  a  -                     
   4580 Child             -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sk  -   -  -                     
   4584 Akan              -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4591 Bryantsev         -          -      -   -  -  -   -  -      -   -   -   Cgh s   -   -   -   -  -                     
   4601 Ludkewycz         -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4604 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4606 Saheki            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4607 Seilandfarm       -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   -   -  -                     
   4610 Kajov             -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   4611 Vulkaneifel       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4613 Mamoru            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Xe  -   -  -                     
   4617 Zadunaisky        -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4619 Polyakhova        -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   -   -  -                     
   4621 Tambov            -          -      -   -  -  -   -  -      -   -   -   -   -   C   Ch  -   -  -                     
   4628 Laplace           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4635 Rimbaud           -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   4640 Hara              -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4649 Sumoto            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4650 Mori              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4666 Dietz             -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4673 Bortle            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4678 Ninian            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4682 Bykov             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4686 Maisica           -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   4688 -                 1980 WF    QU     7G  -  -  -   -  -      -   -   -   -   -   -   -   Q   d  -                     
   4695 -                 1985 RU3   -      -   -  -  -   -  -      -   -   -   -   -   S   K   -   -  -                     
   4701 Milani            -          -      -   -  -  -   -  -      -   -   -   Xe  s   -   -   -   -  -                     
   4702 Berounka          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4706 -                 1988 DR    -      -   -  -  -   -  -      -   -   -   S   s   S   S   -   -  -                     
   4711 Kathy             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4713 Steel             -          -      -   -  -  -   -  -      -   -   -   A   s   A   Sl  Sw  a  -                     
   4718 Araki             -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   4719 Burnaby           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4725 Milone            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4726 Federer           -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   -   -  -                     
   4730 Xingmingzhou      1980 XZ    -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   4733 ORO               -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4737 Kiladze           -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   L   a  -                     
   4744 -                 -          -      -   -  -  -   -  -      -   -   -   D   s   -   -   -   -  -                     
   4748 Tokiwagozen       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4750 Mukai             -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   4759 -                 1978 VG10  -      -   -  -  -   -  -      -   -   -   -   -   C   Cb  -   -  -                     
   4761 Urrutia           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4764 Joneberhart       -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   4767 Sutoku            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4770 Lane              -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4774 Hobetsu           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4778 Fuss              -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   4786 Tatianina         -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4796 Lewis             -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4804 Pasteur           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4817 -                 -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   4820 Fay               -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4824 Stradonice        -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   4826 Wilhelms          -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   4833 Meges             -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4835 -                 1989 BQ    -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4838 Billmclaughlin    -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4839 Daisetsuzan       -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   4843 Megantic          -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   4844 Matsuyama         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4845 Tsubetsu          -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   4849 Ardenne           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4853 Marielukac        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4856 Seaborg           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4880 Tovstonogov       -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   4884 Bragaria          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4889 Praetorius        -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   4900 Maymelou          -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4902 Thessandrus       -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   4909 Couteau           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4910 Kawasato          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4914 Pardina           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   4917 Yurilvovia        -          -      -   -  -  -   -  -      -   -   -   Ld  s   -   -   -   -  -                     
   4923 Clarke            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4931 Tomsk             -          -      -   -  -  -   -  -      -   -   -   -   -   A   Ld  -   -  -                     
   4939 -                 -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4942 -                 -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   4944 Kozlovskij        -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   4945 Ikenozenni        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4947 Ninkasi           -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
